,FIPS,x,y,cluster
0,01001,10.653442,1.6591115,6
1,01003,11.115503,6.4042225,13
2,01005,17.557978,7.9531174,11
3,01007,0.56448066,7.641349,2
4,01009,0.0051509487,7.324141,2
5,01011,17.1063,7.4785013,11
6,01013,-1.883949,3.8751838,3
7,01015,-0.49062756,7.489497,2
8,01017,13.87569,8.258948,15
9,01019,7.111282,10.052137,5
10,01021,0.16624853,5.8378897,3
11,01023,14.04225,9.429053,15
12,01025,-1.897011,3.8606277,3
13,01027,12.616617,8.034421,13
14,01029,-1.2325422,4.715098,3
15,01031,12.985935,2.5346851,1
16,01033,-0.25858894,8.156323,2
17,01035,2.4728346,2.5789971,4
18,01037,7.0534945,10.2851925,5
19,01039,-0.5174013,7.964374,2
20,01041,-0.7135545,7.8547797,2
21,01043,12.674897,-0.07388833,6
22,01045,-0.25284767,7.010875,2
23,01047,15.478212,6.26285,12
24,01049,15.337614,5.817657,12
25,01051,1.243988,5.544857,3
26,01053,16.843307,7.2186494,11
27,01055,-0.44540334,7.491732,2
28,01057,13.427461,8.069771,15
29,01059,-1.0562623,4.7764,3
30,01061,-0.6380756,7.8899155,2
31,01063,2.4759288,2.57899,4
32,01065,-1.848036,3.9222798,3
33,01067,-0.38223556,8.001769,2
34,01069,-0.2202663,6.8122263,2
35,01071,-0.6395264,7.87224,2
36,01073,0.5689413,6.3904915,2
37,01075,-0.38967118,8.006922,2
38,01077,-0.20325436,8.2203045,2
39,01079,-0.5750403,7.660199,2
40,01081,11.066897,-0.58791906,6
41,01083,1.2519397,5.5413804,3
42,01085,-1.8836818,3.8776376,3
43,01087,-0.78109396,8.1472435,2
44,01089,-0.071395606,6.000099,3
45,01091,-1.9122099,3.8522313,3
46,01093,-0.6251199,7.9134283,2
47,01095,-0.59258217,5.0661736,3
48,01097,11.694152,3.790907,0
49,01099,13.133081,8.433686,15
50,01101,11.708086,3.7756891,0
51,01103,0.028900785,7.1235857,2
52,01105,14.453418,8.874881,15
53,01107,-0.55538666,7.6958537,2
54,01109,14.42117,3.1891873,1
55,01111,-0.60796356,7.907909,2
56,01113,11.699993,-0.25920472,6
57,01115,9.589589,0.846335,10
58,01117,1.0642575,5.503717,3
59,01119,-1.8095185,3.9583068,3
60,01121,-0.51229215,7.6385155,2
61,01123,-3.0748577,13.271015,2
62,01125,-0.074500926,5.971235,3
63,01127,11.257122,6.1837335,13
64,01129,-0.64109915,7.909938,2
65,01131,-1.8450308,3.925592,3
66,01133,-3.074848,13.271016,2
67,02013,18.9305,8.880479,11
68,02016,18.930662,8.879292,11
69,02020,14.571533,-0.31678817,1
70,02050,14.08697,0.705657,1
71,02060,5.971309,1.466161,4
72,02070,14.13101,0.62885284,1
73,02090,14.598571,-0.30143332,1
74,02100,7.548739,9.883598,5
75,02110,13.645799,1.2035568,1
76,02122,13.741751,1.0662128,1
77,02130,11.834407,-2.1733522,18
78,02150,14.583679,-0.3116368,1
79,02164,13.98499,0.8245186,1
80,02170,14.627465,-0.24155216,1
81,02180,14.091355,0.69827974,1
82,02185,14.632818,-0.24280591,1
83,02188,14.087038,0.7050984,1
84,02220,13.665478,1.2079549,1
85,02240,13.8796015,0.9385346,1
86,02261,13.897832,0.92327696,1
87,02282,9.244614,9.516164,7
88,02290,13.922932,0.8985583,1
89,04001,12.630146,3.8084269,1
90,04003,0.6345733,7.8574557,2
91,04005,-0.070245974,5.955766,3
92,04007,8.110952,10.593645,5
93,04009,10.457747,-0.77699554,6
94,04011,12.80165,1.2099485,1
95,04012,6.1469917,11.146494,5
96,04013,9.888086,-4.637305,16
97,04015,5.1821175,9.814882,5
98,04017,12.590787,3.7663069,1
99,04019,9.3893175,5.024933,0
100,04021,9.782058,3.8257418,0
101,04023,14.577879,4.96213,12
102,04025,5.3436947,9.708496,5
103,04027,11.548917,1.9757476,6
104,05001,13.889669,7.224158,15
105,05003,13.278548,7.935144,15
106,05005,5.000064,9.916433,5
107,05007,9.144269,-0.80671406,10
108,05009,11.67364,8.378455,8
109,05011,-0.69636154,7.8710303,2
110,05013,12.018042,7.3242073,13
111,05015,12.505028,6.8626084,13
112,05017,-1.8597859,3.9081435,3
113,05019,14.4844,3.2657845,1
114,05021,12.350037,6.410942,13
115,05023,8.385908,11.755313,9
116,05025,12.285756,6.4004645,13
117,05027,14.509632,3.367499,1
118,05029,13.628342,6.297648,12
119,05031,0.49494356,5.5781217,3
120,05033,12.650478,3.2442462,1
121,05035,11.800937,3.715482,0
122,05037,13.990791,5.7163177,12
123,05039,14.342538,9.57435,15
124,05041,-1.912769,3.8627732,3
125,05043,14.52837,3.359464,1
126,05045,11.149545,-0.50731003,6
127,05047,13.65512,6.121525,12
128,05049,8.446595,11.423718,9
129,05051,13.455834,9.1741,15
130,05053,13.274002,2.576709,1
131,05055,13.788544,3.7889025,1
132,05057,14.745905,5.885741,12
133,05059,1.5231618,8.515296,2
134,05061,-0.948542,4.819927,3
135,05063,12.685856,3.3346522,1
136,05065,7.232136,10.38654,5
137,05067,14.635818,3.4487386,1
138,05069,14.810283,6.5369153,12
139,05071,-0.31037605,4.7843385,3
140,05073,8.733749,11.356962,9
141,05075,-0.610955,7.814236,2
142,05077,17.578718,7.9840436,11
143,05079,18.819675,8.927273,11
144,05081,12.344366,8.770483,8
145,05083,13.618688,6.316781,12
146,05085,0.31688523,5.246154,3
147,05087,15.360607,6.0007267,12
148,05089,8.415157,11.41317,9
149,05091,11.403032,4.144987,0
150,05093,-0.24205305,5.050522,3
151,05095,8.7420025,11.334367,9
152,05097,4.7313385,9.904119,5
153,05099,13.425236,8.051668,15
154,05101,8.477828,11.567704,9
155,05103,13.18243,8.59899,15
156,05105,11.186002,6.37124,13
157,05107,2.4939523,2.5809972,4
158,05109,12.318243,6.4207616,13
159,05111,-1.105242,4.72369,3
160,05113,12.682822,8.84264,8
161,05115,13.953586,3.4560487,1
162,05117,4.3330774,9.76017,5
163,05119,10.117488,1.1592194,6
164,05121,11.199272,6.367081,13
165,05123,17.20127,7.563169,11
166,05125,9.194093,0.45329395,10
167,05127,13.296343,7.4546385,15
168,05129,8.613398,11.388512,9
169,05131,12.2511215,-0.71953547,6
170,05133,11.602586,1.9822886,6
171,05135,14.019294,9.4134445,15
172,05137,8.418943,11.430313,9
173,05139,14.4180565,6.615457,12
174,05141,8.501796,11.54543,9
175,05143,10.972455,-1.9086009,18
176,05145,0.22833504,5.9859295,3
177,05147,2.4730113,2.5791907,4
178,05149,-0.9829344,4.8374257,3
179,06001,9.467979,-3.6030664,16
180,06003,6.1476426,12.710911,19
181,06005,6.494251,8.976803,5
182,06007,9.212801,5.1351476,0
183,06009,6.279778,9.415687,5
184,06011,11.42804,1.7398484,6
185,06013,9.695597,-3.8580096,16
186,06015,17.755497,9.034049,11
187,06017,10.10001,4.7857766,0
188,06019,14.187268,0.49774504,1
189,06021,11.429454,1.721301,6
190,06023,12.362077,-1.0026088,6
191,06025,11.513067,1.8962954,6
192,06027,9.05504,6.4605875,0
193,06029,14.181694,0.51171964,1
194,06031,11.404506,-2.0277734,18
195,06033,13.426603,9.189136,15
196,06035,18.942379,8.862138,11
197,06037,9.859696,-4.580911,16
198,06039,14.176966,0.49254504,1
199,06041,9.417757,-3.9213514,16
200,06043,6.3077607,9.35755,5
201,06045,9.62669,5.9038544,0
202,06047,14.186121,0.49448344,1
203,06049,8.8281145,9.413167,7
204,06051,5.9754014,1.4685147,4
205,06053,10.433516,-3.2235377,18
206,06055,9.594053,5.1580157,0
207,06057,6.224678,9.447735,5
208,06059,9.767746,-4.308219,16
209,06061,9.709683,4.843768,0
210,06063,6.4233384,11.973176,5
211,06065,9.914004,-4.690741,16
212,06067,9.966181,-4.678795,16
213,06069,8.915516,-0.9153001,10
214,06071,9.937129,-4.6868467,16
215,06073,9.816359,-4.4228196,16
216,06075,11.021447,-4.483599,16
217,06077,11.3535385,-1.9284433,18
218,06079,9.564465,4.97003,0
219,06081,9.725504,-4.023078,16
220,06083,10.3941345,-3.2682295,18
221,06085,9.808862,-4.1517143,16
222,06087,9.639929,-3.0014036,16
223,06089,9.625742,5.811393,0
224,06091,6.400905,11.93563,5
225,06093,8.520052,9.579241,5
226,06095,10.226786,-3.376075,18
227,06097,9.573366,5.0572343,0
228,06099,11.401366,-1.941883,18
229,06101,11.518568,-1.7707442,18
230,06103,11.143196,5.3124886,0
231,06105,6.7127714,12.016034,19
232,06107,14.186898,0.49540508,1
233,06109,6.30513,9.348299,5
234,06111,10.04522,-3.4898775,18
235,06113,10.983431,-0.60611147,6
236,06115,10.8179455,-0.15353677,6
237,08001,11.521345,-1.4385918,18
238,08003,11.66137,-0.4182389,6
239,08005,10.045565,-3.7612317,16
240,08007,7.831721,10.741154,5
241,08009,8.772811,11.975768,9
242,08011,18.888014,8.922509,11
243,08013,7.8048186,-3.733867,16
244,08014,8.56411,-0.6078832,10
245,08015,6.5434337,8.895476,5
246,08017,11.438319,10.81086,8
247,08019,7.731594,9.853365,5
248,08021,12.577672,3.7623894,1
249,08023,7.7875233,12.411362,9
250,08025,18.928669,8.882982,11
251,08027,6.1890855,11.593512,5
252,08029,-0.12426876,7.5179477,2
253,08031,10.940074,-0.7080998,6
254,08033,7.6271143,12.446003,9
255,08035,8.096131,-0.5056801,10
256,08037,15.549208,2.897781,1
257,08039,8.649714,-0.5159273,10
258,08041,9.323721,-0.30524832,10
259,08043,6.6086864,8.33743,5
260,08045,11.508191,-2.1582155,18
261,08047,7.752376,9.828767,5
262,08049,5.968861,1.4634511,4
263,08051,15.547869,2.9183674,1
264,08053,6.099602,12.767445,19
265,08055,6.8673,12.959604,19
266,08057,5.9138093,12.744288,19
267,08059,7.772584,-3.8638573,16
268,08061,9.514696,12.042087,9
269,08063,11.367049,10.766552,8
270,08065,10.661253,4.6618996,0
271,08067,10.356514,3.3206916,0
272,08069,10.150716,0.024558777,10
273,08071,8.482847,10.525048,5
274,08073,17.984882,9.330852,11
275,08075,6.4552193,7.9653955,5
276,08077,9.490961,4.9585123,0
277,08079,6.0455317,12.781413,19
278,08081,13.1018095,1.2845645,1
279,08083,11.128744,6.4242144,13
280,08085,-0.06046406,7.470103,2
281,08087,0.0032983846,5.3575525,3
282,08089,13.264604,8.047947,15
283,08091,7.528191,10.983456,5
284,08093,7.7746277,9.930341,5
285,08095,2.021644,7.782121,2
286,08097,6.020998,1.5015664,4
287,08099,14.605282,5.541568,12
288,08101,9.636168,5.102339,0
289,08103,13.615178,1.1839591,1
290,08105,11.654789,8.708198,8
291,08107,15.551066,2.9147239,1
292,08109,12.343361,9.034472,8
293,08111,6.8163333,9.398795,5
294,08113,15.550886,2.9173446,1
295,08115,8.901577,12.585019,9
296,08117,5.977039,1.469936,4
297,08119,7.728631,9.756813,5
298,08121,10.510151,8.319323,7
299,08123,0.3429698,5.1979113,3
300,08125,12.666916,1.3620796,1
301,09001,9.5142565,-3.5558496,16
302,09003,10.181089,-4.294909,16
303,09005,10.47219,4.4847164,0
304,09007,9.262209,-3.0476313,16
305,09009,10.186861,-4.336435,16
306,09011,10.267666,3.8547518,0
307,09013,8.96806,-3.2152574,16
308,09015,11.495375,-3.442608,18
309,10001,-0.49663767,6.4872704,2
310,10003,10.272066,-4.201196,16
311,10005,16.884426,-0.66322637,14
312,11001,11.024478,-4.4855247,16
313,12001,-6.2407336,5.326504,3
314,12003,9.910484,-0.008096915,10
315,12005,12.307174,-0.54426605,6
316,12007,17.853477,8.733697,11
317,12009,16.845695,-0.62467605,14
318,12011,9.971089,-4.653238,16
319,12013,17.927305,8.666717,11
320,12015,6.4173455,11.173334,5
321,12017,6.4368215,11.149387,5
322,12019,8.76863,-0.041959733,10
323,12021,5.427245,9.659055,5
324,12023,11.343216,5.4596496,0
325,12027,18.08457,8.702216,11
326,12029,6.6517177,8.907832,5
327,12031,9.990304,-4.6576443,16
328,12033,12.698369,-0.016159948,6
329,12035,5.4491596,9.6546755,5
330,12037,6.682966,8.95492,5
331,12039,15.260135,6.422361,12
332,12041,12.544488,4.588331,0
333,12043,6.6419196,8.86213,5
334,12045,6.6955266,8.495636,5
335,12047,18.064817,8.697494,11
336,12049,14.350159,4.0536423,1
337,12051,14.335052,4.019346,1
338,12053,16.870762,-0.6497399,14
339,12055,6.5050273,11.108947,5
340,12057,9.969026,-4.6778455,16
341,12059,16.404757,7.621975,11
342,12061,5.425507,9.66416,5
343,12063,17.936996,8.597854,11
344,12065,6.609707,8.7844,5
345,12067,18.0314,9.332359,11
346,12069,16.880209,-0.6595867,14
347,12071,16.87188,-0.65100646,14
348,12073,-6.2406983,5.326501,3
349,12075,8.629495,11.405015,9
350,12077,17.995834,9.375646,11
351,12079,16.047611,7.7695174,11
352,12081,16.868412,-0.64767975,14
353,12083,16.874348,-0.65333927,14
354,12085,5.4318905,9.660017,5
355,12086,9.9466915,-4.65773,16
356,12087,7.0956774,9.482862,5
357,12089,9.903637,3.675214,0
358,12091,9.463667,4.842941,0
359,12093,16.47252,7.434201,11
360,12095,9.990243,-4.642,16
361,12097,10.970933,-2.0231924,18
362,12099,16.845543,-0.62448484,14
363,12101,16.853909,-0.63402486,14
364,12103,16.843678,-0.62273824,14
365,12105,16.852638,-0.6327105,14
366,12107,12.543107,7.0467596,13
367,12109,8.888607,-0.37404397,10
368,12111,16.851225,-0.6331251,14
369,12113,9.806216,-0.113439344,10
370,12115,6.4141665,11.16134,5
371,12117,10.345629,-2.9931076,18
372,12119,6.4173284,11.158106,5
373,12121,13.217498,7.4091787,15
374,12123,16.587164,7.8580613,11
375,12125,18.896252,8.893321,11
376,12127,16.845404,-0.62443125,14
377,12129,9.853426,-0.05957659,10
378,12131,9.853236,8.5726185,7
379,12133,17.95235,8.703821,11
380,13001,14.776359,5.5929523,12
381,13003,14.458239,4.52299,12
382,13005,14.268893,4.7885356,12
383,13007,-0.7742888,8.141274,2
384,13009,14.480987,3.2725644,1
385,13011,13.04623,4.153492,1
386,13013,9.1374035,-0.89155555,10
387,13015,9.943922,-0.5661091,10
388,13017,15.5112295,6.076762,12
389,13019,14.984159,5.5686393,12
390,13023,14.207352,3.0102925,1
391,13025,13.660084,4.112211,1
392,13027,13.973412,7.1358485,15
393,13029,8.34169,-0.96312857,10
394,13031,13.714277,-2.4609497,14
395,13033,-0.2724873,4.9698033,3
396,13035,12.435046,4.662527,0
397,13037,16.847054,7.4754844,11
398,13039,10.0564,-0.5130708,10
399,13043,14.993849,5.561403,12
400,13045,11.422296,-0.44413257,6
401,13047,9.665563,0.9373281,10
402,13049,18.080877,9.232593,11
403,13051,11.323937,-3.1067357,18
404,13055,16.335957,7.4793577,11
405,13057,8.687868,1.7165431,17
406,13059,14.136125,-2.832986,14
407,13061,8.668064,11.483227,9
408,13063,11.426162,-0.3322465,6
409,13065,15.390059,5.86803,12
410,13067,9.992482,-3.6822445,16
411,13069,14.242012,3.8862114,1
412,13071,-0.3021024,4.7526016,3
413,13073,8.630977,-0.81573457,10
414,13075,14.277344,4.7152977,12
415,13077,9.071002,-0.5433631,10
416,13079,10.972448,6.7887444,13
417,13081,15.580126,6.175553,12
418,13083,10.38174,4.677783,0
419,13085,9.432985,2.4046218,17
420,13087,15.377531,5.83854,12
421,13089,10.558789,-4.098172,16
422,13091,17.633318,8.044789,11
423,13093,17.869291,8.434822,11
424,13095,11.440273,4.0907044,0
425,13097,9.828885,-0.6724541,10
426,13099,13.312948,8.543337,15
427,13103,9.084854,-0.96211475,10
428,13105,13.889136,7.1492615,15
429,13107,-0.31616756,4.8055305,3
430,13109,14.499241,4.699448,12
431,13111,6.565975,10.453315,5
432,13113,9.122558,1.9079846,17
433,13115,15.24985,4.975376,12
434,13117,8.152919,-0.4236568,10
435,13119,13.348259,3.8195996,1
436,13121,10.493429,-4.1158433,16
437,13123,7.978311,10.134571,5
438,13125,12.413442,7.8346195,13
439,13127,11.573414,4.8979917,0
440,13129,11.651834,-0.42193827,6
441,13131,13.880666,5.657654,12
442,13133,5.4806724,9.655208,5
443,13135,8.23923,-1.6410207,10
444,13137,-0.16294867,7.361592,2
445,13139,9.507263,-0.8346027,10
446,13141,6.675246,8.924384,5
447,13143,12.860833,3.3837543,1
448,13145,10.256804,3.6475585,0
449,13147,12.174091,6.6106396,13
450,13149,13.2988,3.886011,1
451,13151,8.68627,-0.80374867,10
452,13153,9.838273,-0.582815,10
453,13155,16.488285,7.451354,11
454,13157,8.909991,-0.67509496,10
455,13159,13.187845,3.064455,1
456,13161,15.056648,5.502482,12
457,13163,13.565739,7.6445003,15
458,13165,17.457506,7.841783,11
459,13167,17.668526,8.092949,11
460,13169,11.7695,4.331293,0
461,13171,14.194708,3.0070875,1
462,13173,14.162498,3.666781,1
463,13175,14.042941,5.670576,12
464,13177,9.776509,-0.5501327,10
465,13179,11.2454,-0.17186576,6
466,13181,7.108866,10.04999,5
467,13183,11.286937,-0.19655973,6
468,13185,11.309484,-0.3939464,6
469,13187,13.938495,-2.5937505,14
470,13189,14.444272,6.5426626,12
471,13191,6.673704,10.415573,5
472,13193,17.432707,7.9154305,11
473,13195,13.268092,3.8782792,1
474,13197,13.3604355,8.319095,15
475,13199,13.427355,8.075676,15
476,13201,12.724199,8.805366,8
477,13205,16.58781,7.4511867,11
478,13207,10.1926775,3.7081997,0
479,13209,16.501917,7.438375,11
480,13211,9.71335,1.6318308,17
481,13213,13.81169,3.436421,1
482,13215,11.62284,-0.57945657,6
483,13217,9.828603,-0.66256404,10
484,13219,8.123046,-0.5777477,10
485,13221,11.801636,5.553431,0
486,13223,0.34710783,5.189223,3
487,13225,15.184783,4.9240584,12
488,13227,9.919323,3.6865964,0
489,13229,12.675178,3.2262766,1
490,13231,9.596836,1.6495318,17
491,13233,12.684864,3.2179239,1
492,13235,13.828694,9.204398,15
493,13237,7.1087394,10.0481825,5
494,13241,7.335768,12.24375,19
495,13243,2.4727006,2.5791674,4
496,13245,-0.68496346,4.860191,3
497,13247,9.842542,-0.6574917,10
498,13249,13.735646,5.57909,12
499,13251,15.338291,6.7408743,12
500,13253,8.690005,11.357948,9
501,13255,12.6898365,3.2256095,1
502,13257,12.133314,5.818046,0
503,13259,18.871021,8.92397,11
504,13261,13.454278,5.603017,12
505,13263,12.509836,7.6168795,13
506,13265,7.3651924,10.525518,5
507,13267,18.223066,8.991151,11
508,13269,13.2298355,8.534459,15
509,13271,17.75128,8.215653,11
510,13273,13.747629,7.3798766,15
511,13275,13.961912,5.685556,12
512,13277,11.695892,-0.4630322,6
513,13279,14.446613,4.8372774,12
514,13281,6.5267015,10.4885,5
515,13283,15.649999,6.1729655,12
516,13285,11.679572,-0.4136243,6
517,13287,15.610515,6.1554117,12
518,13289,12.608425,7.636262,13
519,13291,6.4364295,10.57282,5
520,13293,13.361363,5.541045,12
521,13295,12.686889,-0.019348547,6
522,13297,9.215205,-0.611035,10
523,13299,15.364029,5.8268504,12
524,13301,14.413702,9.319113,15
525,13303,16.448488,7.45948,11
526,13305,12.117451,-0.5531231,6
527,13309,18.83618,8.946746,11
528,13311,7.9930935,10.170448,5
529,13313,13.697693,3.31132,1
530,13315,18.059553,8.697351,11
531,13317,14.354898,9.645595,15
532,13319,13.624146,7.5413566,15
533,13321,13.352165,5.592238,12
534,15001,13.224013,2.586537,1
535,15003,9.751201,-3.8135731,16
536,15007,13.701324,1.6345416,1
537,15009,9.745835,5.744208,0
538,16001,9.413024,-0.6063803,10
539,16003,7.8588862,10.742941,5
540,16005,11.5420685,-1.7612594,18
541,16007,11.17796,11.2530985,8
542,16009,10.860282,10.165658,8
543,16011,11.343183,1.2453624,6
544,16013,9.706535,5.7809,0
545,16015,7.804928,10.576302,5
546,16017,8.394795,10.476497,5
547,16019,11.105115,0.6521966,6
548,16021,12.7141695,6.714392,13
549,16023,10.8562975,10.483409,8
550,16025,11.160443,11.265973,8
551,16027,11.064348,0.6050844,6
552,16029,12.988554,1.4852444,1
553,16031,11.321592,1.2077383,6
554,16033,12.087972,10.496657,8
555,16035,8.401366,10.556439,5
556,16037,7.9002037,12.385175,9
557,16039,13.101423,1.2807294,1
558,16041,7.8232164,1.9457694,17
559,16043,11.943202,10.542769,8
560,16045,12.8034315,6.6260233,13
561,16047,12.192927,2.273881,1
562,16049,9.007744,6.4951315,0
563,16051,7.817503,1.9383786,17
564,16053,11.39166,0.89322424,6
565,16055,8.97888,0.7399133,10
566,16057,10.736694,-0.54060036,6
567,16059,8.110718,10.596524,5
568,16061,9.616931,10.877525,7
569,16063,11.397883,1.3188933,6
570,16065,11.259114,-0.24732146,6
571,16067,11.42397,1.253242,6
572,16069,10.018175,7.9015684,7
573,16071,11.873419,2.07428,1
574,16073,12.678964,2.7161682,1
575,16075,12.989008,2.4479566,1
576,16077,11.314951,1.2068712,6
577,16079,0.35582858,8.118676,2
578,16081,10.059444,-0.5333953,10
579,16083,11.345382,1.443546,6
580,16085,5.9549155,12.656576,19
581,16087,12.575233,6.805134,13
582,17001,9.73549,6.031435,0
583,17003,12.914573,8.837961,8
584,17005,11.770252,4.902874,0
585,17007,8.6633415,2.1437054,17
586,17009,18.911615,8.882751,11
587,17011,9.901114,6.2719135,0
588,17013,10.000204,9.568073,7
589,17015,4.2865014,9.718346,5
590,17017,12.830598,1.9673531,1
591,17019,-6.240701,5.3265014,3
592,17021,9.453064,7.155873,0
593,17023,9.923002,6.2905593,0
594,17025,11.665808,8.3791895,8
595,17027,0.57097805,6.660808,2
596,17029,14.466941,3.240126,1
597,17031,9.900553,-4.6307306,16
598,17033,0.51509595,7.482459,2
599,17035,9.9720955,6.2391634,0
600,17037,10.522335,-2.4127846,18
601,17039,9.73892,6.585062,0
602,17041,12.858031,1.8671163,1
603,17043,9.4367695,-3.6493864,16
604,17045,-0.08665131,8.299195,2
605,17047,0.95924866,7.4201274,2
606,17049,13.123522,1.8212363,1
607,17051,9.584972,7.164014,0
608,17053,9.951182,6.2958627,0
609,17055,-0.081438124,-2.9524567,4
610,17057,9.249393,7.311667,0
611,17059,8.684147,10.640391,5
612,17061,10.322864,6.4704027,0
613,17063,8.53844,-0.02473538,10
614,17065,10.202651,9.629345,7
615,17067,10.046984,9.553422,7
616,17069,7.878592,11.178602,5
617,17071,12.065884,6.590236,13
618,17073,9.820043,6.1666374,0
619,17075,9.661812,6.6813545,0
620,17077,8.875869,5.2219343,0
621,17079,10.729954,6.5472207,13
